////////////////////////////////////////////////////////////////////////////////
//Attr1 [-1(None). 0(Ice). 1(Poison). 2(Lightning). 3(Fire). 4(Earth). 5(Wind). 6(Water)]
//Attr2 [-1(None). 0(Physical). 1(Magic)]
// UseType [0(General). 1(Position). 3(Master Level: Passive). 4(Master Level: Active)]
// SkillType : [0(General). 1(Ally:Buff). 2(Enemy:Debuf). 3(Self: Non-target)]
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
479	"Cyclone Strengthener"			0	22	9	0	2	0	0	0	-1	0	4	22	0	0	0	0	0	0	0	3	0	0	0	2	162	1	0	0	0	0	0	179	0	1	1
480	"Lightning Strengthener"		13	3	20	0	6	0	100	0	2	1	4	3	0	0	0	0	0	0	0	3	0	0	0	2	163	1	0	0	0	0	0	180	0	0	2
481	"Twisting Slash Strengthener"		0	3	10	10	2	0	0	0	-1	0	4	41	0	0	0	0	0	0	0	3	0	0	0	2	164	1	0	0	0	0	0	181	0	0	1
482	"Power Slash Strengthener"		0	3	15	0	5	0	100	0	-1	-1	4	56	0	0	0	0	0	0	0	3	0	0	0	2	165	1	0	0	0	0	0	182	0	1	1
483	"Flame Strengthener"			35	3	55	0	6	0	100	0	3	1	4	5	0	0	0	0	0	0	0	3	0	0	0	3	166	1	0	0	0	0	0	183	0	0	2
484	"Blast Strengthener"			80	22	165	0	3	0	150	0	2	1	4	13	0	0	0	0	0	0	0	3	0	0	0	3	167	1	0	0	0	0	0	184	0	0	2
485	"Weapon Mastery"			0	22	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	3	168	1	0	0	0	0	0	185	0	0	1
486	"Inferno Strengthener"			88	22	220	0	0	0	200	0	3	1	4	14	0	0	0	0	0	0	0	3	0	0	0	4	169	1	0	0	0	0	0	186	0	0	2
487	"Evil Spirit Strengthener"		50	22	108	0	6	0	100	0	-1	1	4	9	0	0	0	0	0	0	0	3	0	0	0	4	170	1	0	0	0	0	0	187	0	0	2
488	"Magic Mastery"				0	22	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	4	171	1	0	0	0	0	0	188	0	0	2
489	"Ice Strengthener"			25	3	42	0	6	0	100	0	0	1	4	7	0	0	0	0	0	0	0	3	0	0	0	5	172	1	0	0	0	0	0	189	0	0	2
490	"Fire Slash Strengthener"		0	22	15	22	3	0	0	0	1	-1	4	55	0	0	0	0	0	0	0	3	0	0	0	5	173	1	0	0	0	0	0	190	2	0	1
491	"Ice Mastery"				25	1	46	0	6	0	100	0	0	1	4	489	0	0	0	0	0	0	0	3	0	0	0	6	174	1	0	0	0	0	0	191	0	0	2
492	"Flame Strike Strengthener"		0	22	30	37	3	0	0	0	3	1	4	236	0	0	0	0	0	0	0	3	0	0	0	6	175	1	0	0	0	0	0	192	0	0	1
493	"Fire Slash Mastery"			0	7	17	24	3	0	0	0	1	-1	4	490	0	0	0	0	0	0	0	3	0	0	0	7	173	1	0	0	0	0	0	193	2	0	0
494	"Flame Strike Mastery"			0	7	33	40	3	0	0	0	3	1	4	492	0	0	0	0	0	0	0	3	0	0	0	7	175	1	0	0	0	0	0	194	0	0	0
495	"Earth Prison"				0	26	180	15	0	10000	127	0	4	0	4	0	0	0	0	0	3	0	0	3	0	0	0	8	176	1	0	0	0	0	0	195	0	0	2
496	"Gigantic Storm Strengthener"		220	22	132	11	6	0	118	0	5	0	4	237	0	0	0	0	0	0	0	3	0	0	0	7	177	1	0	0	0	0	0	196	0	0	0
497	"Earth Prison Strengthener"		0	22	198	17	0	10000	127	0	4	0	4	495	0	0	0	0	3	0	0	3	0	0	0	9	178	10	0	0	0	0	0	197	0	0	0
//498	"죽음의 일격"				0	0	100	100	1	60	0	0	-1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	8	179	10	0	0	0	0	0	198	0	0	0
//499	"기간틱 스톰 강화"			220	22	132	11	6	0	118	0	5	1	4	237	0	0	0	0	0	0	0	3	0	0	0	8	180	1	0	0	0	0	0	199	0	0	2
//500	"아쿠아 블래스트 강화"			0	22	341	60	3	0	330	0	6	1	4	395	0	0	0	0	0	0	0	3	0	0	0	9	177	1	0	0	0	0	0	200	0	0	2
//501	"어스프리즌 강화"			0	22	198	17	3	30	127	0	4	1	4	497	0	0	0	0	3	0	0	3	0	0	0	9	178	1	0	0	0	0	0	201	0	0	1
//502	"죽음의 일격 강화"			0	22	110	110	1	60	0	0	-1	0	4	498	0	0	0	0	0	0	0	3	0	0	0	9	179	1	0	0	0	0	0	202	0	0	1
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//503	"공격력,마력 전환"			0	19	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	3	0	0	0	6	181	1	0	0	0	0	0	203	0	0	0
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
//504	"Emperor Cape Absorption PowUp"		0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	8	182	1	0	0	0	0	0	204	0	0	0
505	"Emperor Cape Defense PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	8	183	1	0	0	0	0	0	205	0	0	0
506	"Adds Command Stat"			0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	8	184	1	0	0	0	0	0	206	0	0	0
507	"Emperor Cape Attack PowUp"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	185	1	0	0	0	0	0	207	0	0	0
508	"Fire Burst Strengthener"		74	22	25	0	6	0	20	0	-1	1	4	61	0	0	0	0	0	0	0	0	3	0	0	2	186	1	0	0	0	0	0	208	0	0	1
509	"Force Wave Strengthener"		0	3	15	0	4	0	0	0	-1	1	4	60	0	0	0	0	0	0	0	0	3	0	0	2	187	1	0	0	0	0	0	209	0	0	1
510	"Dark Horse Strengthener (1)"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	2	188	1	0	0	0	0	0	210	0	0	0
511	"Critical DMG Increase PowUp"		82	3	75	75	0	0	25	300	-1	-1	4	64	0	0	0	0	0	0	0	0	3	0	0	3	189	1	0	0	0	0	0	211	1	0	0
512	"Earthshake Strengthener"		0	22	0	75	10	10000	0	0	2	0	4	62	0	0	0	0	0	0	0	0	3	0	0	3	190	1	0	0	0	0	0	212	0	0	1
513	"Weapon Mastery"			0	22	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	3	191	1	0	0	0	0	0	213	0	0	1
514	"Fire Burst Mastery"			74	1	27	0	6	0	20	0	-1	1	4	508	0	0	0	0	0	0	0	0	3	0	0	4	186	1	0	0	0	0	0	214	0	0	0
515	"Critical DMG Increase PowUp (2)"	82	10	82	82	0	0	25	300	-1	-1	4	511	0	0	0	0	0	0	0	0	3	0	0	4	189	1	0	0	0	0	0	215	1	0	0
516	"Earthshake Mastery"			0	1	0	75	10	10000	0	0	2	0	4	512	0	0	0	0	0	0	0	0	3	0	0	4	190	1	0	0	0	0	0	216	0	0	0
517	"Critical DMG Increase PowUp (3)"	82	7	100	100	0	0	25	300	-1	-1	4	515	0	0	0	0	0	0	0	0	3	0	0	5	189	1	0	0	0	0	0	217	1	0	0
518	"Fire Scream Strengthener"		102	22	45	11	6	0	32	70	-1	1	4	78	0	0	0	0	0	0	0	0	3	0	0	5	192	1	0	0	0	0	0	218	0	0	1
519	"Electric Spark Strengthener"		92	3	0	150	10	5000	29	340	-1	1	4	65	0	0	0	0	0	0	0	0	3	0	0	6	193	1	0	0	0	0	0	219	0	0	1
520	"Fire Scream Mastery"			102	5	49	12	6	0	32	70	-1	1	4	518	0	0	0	0	0	0	0	0	3	0	0	6	192	1	0	0	0	0	0	220	0	0	0
521	"Iron Defense "				0	28	64	29	0	60000	0	0	-1	0	4	0	0	0	0	0	0	0	0	0	3	0	0	7	193	1	0	0	0	0	0	221	0	0	0
522	"Critical DMG Increase Mastery"		82	1	110	110	0	0	25	300	-1	-1	4	517	0	0	0	0	0	0	0	0	3	0	0	7	189	1	0	0	0	0	0	222	1	0	0
523	"Chaotic Diseier Strengthener"		100	22	75	22	6	0	16	0	-1	1	4	238	0	0	0	0	0	0	0	0	3	0	0	7	194	1	0	0	0	0	0	223	0	0	1
524	"Iron Defense Strengthener"		0	3	70	31	0	60000	0	0	-1	0	4	521	0	0	0	0	0	0	0	0	3	0	0	9	193	1	0	0	0	0	0	224	0	0	0
//525	"신규 공격 스킬 강화 (다크)"		0																								195							225		0	1
//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
526	"Dark Spirit Strengthener"		0	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	2	196	1	0	0	0	0	0	226	0	0	0
527	"Scepter Strengthener"			0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	2	197	1	0	0	0	0	0	227	0	0	1
528	"Shield Strengthener"			0	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	2	198	1	0	0	0	0	0	228	0	0	0
529	"Use Scepter : Pet Strengthener"	0	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	2	199	1	0	0	0	0	0	229	0	0	0
530	"Dark Spirit Strengthener (2)"		0	7	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	3	200	1	0	0	0	0	0	230	0	0	0
531	"Scepter Mastery"			0	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	3	201	1	0	0	0	0	0	231	0	0	0
532	"Shield Mastery"			0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	3	202	1	0	0	0	0	0	232	0	0	0
533	"Command Attack Increase"		0	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	3	203	1	0	0	0	0	0	233	0	0	0
534	"Dark Spirit Strengthener (3)"		0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	5	204	1	0	0	0	0	0	234	0	0	0
535	"Pet Durability Strengthener"		0	17	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	5	205	1	0	0	0	0	0	235	0	0	0
536	"Dark Spirit Strengthener (4)"		0	23	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	6	206	1	0	0	0	0	0	236	0	0	0
//537	"Dark Spirit Strengthener (5)"		0	19	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	6	207	1	0	0	0	0	0	237	0	0	0
538	"Dark Spirit Strengthener (5)"		0	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	7	208	1	0	0	0	0	0	238	0	0	0
539	"Spirit Lord"				0	38	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	0	0	0	0	3	0	0	8	209	1	0	0	0	0	0	239	0	0	0

//Index	Name					Level	Damage	Mana	BP	Dist	Delay	Eng	Cha	Attr	Attr2	UseType	SkillBr	KillCnt	Status0	Status1	Status2	Class0	Class1	Class2	Class3	Class4	Class5	Class6	Rank	Group	MLPts	ReqHP	ReqSD	Time	ReqStr	ReqDex	IconId	SType	Weapon	DmgType
551	"Killing Blow Strengthener"		0	22	10	0	2	0	0	0	4	1	4	260	0	0	0	0	0	0	0	0	0	0	3	2	220	1	0	0	0	0	0	251	0	1	0
552	"Beast Uppercut Strengthener"		0	22	10	0	2	0	0	0	3	1	4	261	0	0	0	0	0	0	0	0	0	0	3	2	221	1	0	0	0	0	0	252	0	1	0
554	"Killing Blow Mastery"			0	1	10	0	2	0	0	0	4	1	4	551	0	0	0	0	0	0	0	0	0	0	3	3	220	1	0	0	0	0	0	254	0	1	0
555	"Beast Uppercut Mastery"		0	1	10	0	2	0	0	0	3	1	4	552	0	0	0	0	0	0	0	0	0	0	3	3	221	1	0	0	0	0	0	255	0	1	0
556	"Def Success Rate Strengthener"		0	5	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	222	1	0	0	0	0	0	13	0	0	0
557	"Weapon Mastery"			0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	223	1	0	0	0	0	0	35	0	0	0
558	"Chain Drive Strengthener"		150	22	22	22	4	700	0	0	0	1	4	262	0	0	0	0	0	0	0	0	0	0	3	5	224	1	0	0	0	0	0	258	0	0	0
559	"Dark Side Strengthener"		180	22	84	0	5	0	0	0	5	1	4	263	0	0	0	0	0	0	0	0	0	0	3	5	225	1	0	0	0	0	0	259	0	0	0
560	"Dragon Roar Strengthener"		150	22	60	33	3	700	0	0	4	1	4	264	0	0	0	0	0	0	0	0	0	0	3	5	226	1	0	0	0	0	0	260	0	0	0
561	"Dragon Roar Mastery"			150	1	66	36	3	700	0	0	4	1	4	560	0	0	0	0	0	0	0	0	0	0	3	6	226	1	0	0	0	0	0	261	0	0	0
562	"Chain Drive Mastery"			150	1	24	22	4	700	0	0	0	1	4	558	0	0	0	0	0	0	0	0	0	0	3	7	224	1	0	0	0	0	0	262	0	0	0
563	"Dark Side Mastery"			180	0	92	0	6	0	0	0	5	1	4	559	0	0	0	0	0	0	0	0	0	0	3	7	225	1	0	0	0	0	0	263	0	0	0
564	"Dragon Slasher Strengthener"		200	1	110	110	4	3000	0	0	5	1	4	265	0	0	0	0	0	0	0	0	0	0	3	7	227	1	0	0	0	0	0	264	0	0	0
565	"Blood Howling"				0	0	100	200	0	120000	0	0	-1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	8	228	10	0	0	0	0	0	265	0	0	0
566	"Dragon Slasher Mastery"		200	38	121	121	4	3000	0	0	5	0	4	564	0	0	0	0	0	0	0	0	0	0	3	8	227	1	0	0	0	0	0	266	0	0	0
567	"Blood Howling Strengthener"		0	38	110	220	0	120000	0	0	-1	0	4	565	0	0	0	0	0	0	0	0	0	0	3	9	228	1	0	0	0	0	0	267	0	0	0
568	"Equipped Weapon Strengthener"		0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	229	1	0	0	0	0	0	268	0	0	0
569	"Def SuccessRate Increase PowUp"	50	22	55	11	7	0	30	0	-1	0	4	268	0	0	0	0	0	0	0	0	0	0	3	2	230	1	0	0	0	0	0	269	1	0	0
571	"Equipped Weapon Mastery"		0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	229	1	0	0	0	0	0	271	0	0	0
572	"DefSuccessRate Increase Mastery"	50	22	60	12	7	0	30	0	-1	0	4	569	0	0	0	0	0	0	0	0	0	0	3	3	230	1	0	0	0	0	0	272	1	0	0
573	"Stamina Increase Strengthener"		80	5	55	11	7	0	35	0	-1	0	4	267	0	0	0	0	0	0	0	0	0	0	3	4	231	1	0	0	0	0	0	273	1	0	0
574	"Defense Switch"			0	20	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	232	1	0	0	0	0	0	274	0	0	0
578	"Durability Reduction (1)"		0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	233	1	0	0	0	0	0	0	0	0	0
579	"Increase PvP Defense Rate"		0	29	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	234	1	0	0	0	0	0	1	0	0	0
580	"Increase Maximum SD"			0	33	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	235	1	0	0	0	0	0	2	0	0	0
581	"Increase Mana Recovery Rate"		0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	236	1	0	0	0	0	0	3	0	0	0
582	"Increase Poison Resistance"		0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	237	1	0	0	0	0	0	4	0	0	0
583	"Durability Reduction (2)"		0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	238	1	0	0	0	0	0	5	0	0	0
584	"Increase SD Recovery Rate"		0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	239	1	0	0	0	0	0	6	0	0	0
585	"Increase HP Recovery Rate"		0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	240	1	0	0	0	0	0	7	0	0	0
586	"Increase Lightning Resistance"		0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	241	1	0	0	0	0	0	8	0	0	0
587	"Increases Defense"			0	35	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	242	1	0	0	0	0	0	9	0	0	0
588	"Increases AG Recovery Rate"		0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	243	1	0	0	0	0	0	10	0	0	0
589	"Increase Ice Resistance"		0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	244	1	0	0	0	0	0	11	0	0	0
590	"Durability Reduction(3)"		0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	245	1	0	0	0	0	0	12	0	0	0
591	"Increase Defense Success Rate"		0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	246	1	0	0	0	0	0	13	0	0	0
592	"Cast Invincibility"			0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	247	0	0	0	0	0	0	14	0	0	0
593	"Increase Set Defense"			0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	248	0	0	0	0	0	0	15	0	0	0
594	"Vengeance"				0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	249	0	0	0	0	0	0	16	0	0	0
595	"Increase Energy"			0	36	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	250	0	0	0	0	0	0	17	0	0	0
596	"Increase HP"				0	36	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	251	0	0	0	0	0	0	18	0	0	0
597	"Increase Agility"			0	36	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	252	0	0	0	0	0	0	19	0	0	0
598	"Increase Strength"			0	36	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	253	0	0	0	0	0	0	20	0	0	0
599	"Increase Attack Success Rate"		0	30	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	254	0	0	0	0	0	0	25	0	0	0
600	"Increase Maximum HP"			0	34	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	255	0	0	0	0	0	0	34	0	0	0
601	"Increase Maximum Mana"			0	34	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	256	0	0	0	0	0	0	38	0	0	0
602	"Increase Maximum AG"			0	37	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	257	0	0	0	0	0	0	41	0	0	0
603	"Increase PvP Attack Rate"		0	31	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	258	0	0	0	0	0	0	47	0	0	0
604	"Decrease Mana"				0	18	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	259	0	0	0	0	0	0	57	0	0	0
605	"Recover SD from Monster Kills"		0	11	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	260	0	0	0	0	0	0	58	0	0	0
606	"Recover HP from Monster Kills"		0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	261	0	0	0	0	0	0	59	0	0	0
607	"Increase Minimum Attack Power"		0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	262	0	0	0	0	0	0	61	0	0	0
608	"Recover Mana from Monster Kills"	0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	263	0	0	0	0	0	0	62	0	0	0
609	"Increase Maximum Attack Power"		0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	264	0	0	0	0	0	0	64	0	0	0
610	"Increases Critical DMG Chance"		0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	6	265	0	0	0	0	0	0	66	0	0	0
611	"Recover Mana Fully"			0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	266	0	0	0	0	0	0	67	0	0	0
612	"Recovers HP Fully"			0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	267	0	0	0	0	0	0	68	0	0	0
613	"Increase Excellent DMG Chance"		0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	7	268	0	0	0	0	0	0	69	0	0	0
614	"Increase Double Damage Chance"		0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	8	269	0	0	0	0	0	0	70	0	0	0
615	"Increase Ignore Def Chance"		0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	9	270	0	0	0	0	0	0	71	0	0	0
616	"Recovers SD Fully"			0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	8	271	0	0	0	0	0	0	72	0	0	0
617	"Increase Triple Damage Chance"		0	38	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	9	272	0	0	0	0	0	0	73	0	0	0
end
